nCodePoint,sName,sLaTex,eGlyphClass,nTopAccentX,nItalicCorr
x1D46D,,bm{F},0,507,148
x1D46E,,bm{G},0,658,0
x1D46F,,bm{H},0,616,73
x1D470,,bm{I},0,383,83
x1D471,,bm{J},0,516,91
x1D472,,bm{K},0,604,60
x1D473,,bm{L},0,396,0
x1D474,,bm{M},0,712,102
x1D475,,bm{N},0,616,105
x1D476,,bm{O},0,528,6
x1D477,,bm{P},0,468,154
x1D478,,bm{Q},0,528,0
x1D479,,bm{R},0,457,37
x1D47A,,bm{S},0,561,49
x1D47B,,bm{T},0,434,163
x1D47C,,bm{U},0,473,105
x1D47D,,bm{V},0,476,235
x1D47E,,bm{W},0,637,142
x1D47F,,bm{X},0,584,34
x1D480,,bm{Y},0,460,228
x1D481,,bm{Z},0,533,60
x1D482,,bm{a},0,336,0
x1D483,,bm{b},0,225,13
x1D484,,bm{c},0,365,26
x1D485,,bm{d},0,512,22
x1D486,,bm{e},0,340,0
x1D487,,bm{f},0,516,86
x1D488,,bm{g},0,339,17
x1D489,,bm{h},0,228,0
x1D48A,,bm{i},0,282,0
x1D48B,,bm{j},0,398,7
x1D48C,,bm{k},0,228,0
x1D48D,,bm{l},0,196,0
x1D48E,,bm{m},0,478,0
x1D48F,,bm{n},0,318,0
x1D490,,bm{o},0,367,12
x1D491,,bm{p},0,296,13
x1D492,,bm{q},0,410,29
x1D493,,bm{r},0,282,4
x1D494,,bm{s},0,324,0
x1D495,,bm{t},0,254,0
x1D496,,bm{u},0,345,0
x1D497,,bm{v},0,332,0
x1D498,,bm{w},0,460,0
x1D499,,bm{x},0,359,0
x1D49A,,bm{y},0,345,20
x1D49B,,bm{z},0,379,11
0,dotlessi.mitb,,0,185,0
0,dotlessj.mitb,,0,282,0
0,u1D468.sts,,0,748,0
0,u1D469.sts,,0,599,0
0,u1D46A.sts,,0,825,18
0,u1D46B.sts,,0,588,0
0,u1D46C.sts,,0,640,0
0,u1D46D.sts,,0,630,146
0,u1D46E.sts,,0,825,0
0,u1D46F.sts,,0,758,19
0,u1D470.sts,,0,456,22
0,u1D471.sts,,0,658,50
0,u1D472.sts,,0,751,12
0,u1D473.sts,,0,470,0
0,u1D474.sts,,0,878,47
0,u1D475.sts,,0,757,60
0,u1D476.sts,,0,670,0
0,u1D477.sts,,0,570,151
0,u1D478.sts,,0,670,0
0,u1D479.sts,,0,570,15
0,u1D47A.sts,,0,692,0
0,u1D47B.sts,,0,569,163
0,u1D47C.sts,,0,599,60
0,u1D47D.sts,,0,628,253
0,u1D47E.sts,,0,829,136
0,u1D47F.sts,,0,718,0
0,u1D480.sts,,0,606,236
0,u1D481.sts,,0,662,14
0,u1D482.sts,,0,433,0
0,u1D483.sts,,0,273,0
0,u1D484.sts,,0,467,0
0,u1D485.sts,,0,642,0
0,u1D486.sts,,0,471,0
0,u1D487.sts,,0,608,51
0,u1D488.sts,,0,444,0
0,u1D489.sts,,0,282,0
0,u1D48A.sts,,0,383,0
0,u1D48B.sts,,0,486,0
0,u1D48C.sts,,0,282,0
0,u1D48D.sts,,0,241,0
0,u1D48E.sts,,0,630,0
0,u1D48F.sts,,0,428,0
0,u1D490.sts,,0,475,0
0,u1D491.sts,,0,400,0
0,u1D492.sts,,0,519,0
0,u1D493.sts,,0,395,0
0,u1D494.sts,,0,422,0
0,u1D495.sts,,0,336,0
0,u1D496.sts,,0,465,0
0,u1D497.sts,,0,436,0
0,u1D498.sts,,0,598,0
0,u1D499.sts,,0,449,0
0,u1D49A.sts,,0,464,0
0,u1D49B.sts,,0,472,0
0,dotlessi.mitb.sts,,0,277,0
0,dotlessj.mitb.sts,,0,347,0
0,u1D468.st,,0,660,0
0,u1D469.st,,0,526,0
0,u1D46A.st,,0,723,51
0,u1D46B.st,,0,509,0
0,u1D46C.st,,0,564,27
0,u1D46D.st,,0,555,154
0,u1D46E.st,,0,723,0
0,u1D46F.st,,0,671,55
0,u1D470.st,,0,407,61
0,u1D471.st,,0,570,77
0,u1D472.st,,0,663,46
0,u1D473.st,,0,421,0
0,u1D474.st,,0,777,84
0,u1D475.st,,0,670,91
0,u1D476.st,,0,582,0
0,u1D477.st,,0,499,160
0,u1D478.st,,0,582,0
0,u1D479.st,,0,499,37
0,u1D47A.st,,0,610,34
0,u1D47B.st,,0,486,169
0,u1D47C.st,,0,521,90
0,u1D47D.st,,0,536,249
0,u1D47E.st,,0,713,145
0,u1D47F.st,,0,636,11
0,u1D480.st,,0,518,239
0,u1D481.st,,0,582,47
0,u1D482.st,,0,373,0
0,u1D483.st,,0,242,4
0,u1D484.st,,0,404,20
0,u1D485.st,,0,565,18
0,u1D486.st,,0,377,0
0,u1D487.st,,0,553,78
0,u1D488.st,,0,379,4
0,u1D489.st,,0,248,0
0,u1D48A.st,,0,323,0
0,u1D48B.st,,0,433,0
0,u1D48C.st,,0,248,0
0,u1D48D.st,,0,212,0
0,u1D48E.st,,0,543,0
0,u1D48F.st,,0,365,0
0,u1D490.st,,0,407,3
0,u1D491.st,,0,354,4
0,u1D492.st,,0,452,16
0,u1D493.st,,0,337,0
0,u1D494.st,,0,386,0
0,u1D495.st,,0,282,0
0,u1D496.st,,0,391,0
0,u1D497.st,,0,364,0
0,u1D498.st,,0,506,0
0,u1D499.st,,0,393,0
0,u1D49A.st,,0,391,7
0,u1D49B.st,,0,415,0
0,dotlessi.mitb.st,,0,221,0
0,dotlessj.mitb.st,,0,304,0
x2010,hyphentwo,,0,0,0
x212A,,,0,378,0
x212B,,Angstrom,0,0,0
x304,,,7,-263,0
x307,,,7,-265,0
x308,,,7,-261,0
x309,,,7,-263,0
x30A,,,7,-264,0
x323,,,0,-265,0
x326,,,0,-268,0
x331,,,0,-263,0
x300,,,7,-295,0
x301,,,7,-233,0
x30B,,,0,-240,0
x30F,,,0,-288,0
x210F,,hslash,0,0,0
x2103,centigrade,,0,0,0
x2109,fahrenheit,,0,0,0
x20D0,,overleftharpoon,7,-264,0
x20D1,,overrightharpoon,7,-264,0
0,uni20D0.h1,,0,0,0
0,uni20D1.h1,,0,0,0
0,uni20D0.lft,,0,0,0
0,uni20D0.ex,,0,0,0
0,uni20D0.rt,,0,0,0
0,uni20D1.lft,,0,0,0
0,uni20D1.ex,,0,0,0
0,uni20D1.rt,,0,0,0
x20D4,,,0,-264,0
x20D5,,,0,-264,0
x20D6,,overleftarrow,0,-264,0
x20D7,,vec,7,-264,0
0,uni20D6.h1,,0,0,0
0,uni20D7.h1,,0,0,0
0,uni20D6.lft,,0,0,0
0,uni20D6.ex,,0,0,0
0,uni20D6.rt,,0,0,0
0,uni20D7.lft,,0,0,0
0,uni20D7.ex,,0,0,0
0,uni20D7.rt,,0,0,0
x20E1,,overleftrightarrow,0,-264,0
0,uni20E1.h1,,0,0,0
0,uni20E1.lft,,0,0,0
0,uni20E1.ex,,0,0,0
0,uni20E1.rt,,0,0,0
x20EA,,,0,-264,0
x20EC,,underrightharpoondown,0,-264,0
x20ED,,underleftharpoondown,0,-264,0
0,uni20EC.h1,,0,0,0
0,uni20ED.h1,,0,0,0
0,uni20EC.lft,,0,0,0
0,uni20EC.ex,,0,0,0
0,uni20EC.rt,,0,0,0
0,uni20ED.lft,,0,0,0
0,uni20ED.ex,,0,0,0
0,uni20ED.rt,,0,0,0
x20EE,,underleftarrow,0,-264,0
x20EF,,underrightarrow,0,-264,0
0,uni20EE.h1,,0,0,0
0,uni20EF.h1,,0,0,0
0,uni20EE.lft,,0,0,0
0,uni20EE.ex,,0,0,0
0,uni20EE.rt,,0,0,0
0,uni20EF.lft,,0,0,0
0,uni20EF.ex,,0,0,0
0,uni20EF.rt,,0,0,0
x34D,,,0,0,0
0,uni034D.h1,,0,0,0
0,uni034D.lft,,0,0,0
0,uni034D.ex,,0,0,0
0,uni034D.rt,,0,0,0
x2190,arrowleft,leftarrow,3,0,0
x2192,arrowright,to,3,0,0
x27F5,,longleftarrow,3,0,0
x27F6,,longrightarrow,3,0,0
0,arrowleft.lft,,0,0,0
0,arrowleft.ex,,0,0,0
0,arrowleft.rt,,0,0,0
0,arrowright.lft,,0,0,0
0,arrowright.ex,,0,0,0
0,arrowright.rt,,0,0,0
x2191,arrowup,uparrow,3,0,0
x2193,arrowdown,downarrow,3,0,0
0,arrowup.v1,,0,0,0
0,arrowdown.v1,,0,0,0
0,arrowup.bt,,0,0,0
0,arrowup.ex,,0,0,0
0,arrowup.tp,,0,0,0
0,arrowdown.bt,,0,0,0
0,arrowdown.ex,,0,0,0
0,arrowdown.tp,,0,0,0
x219A,,nleftarrow,3,0,0
0,uni219A.h1,,0,0,0
0,uni219A.lft,,0,0,0
0,uni219A.ex,,0,0,0
0,uni219A.md,,0,0,0
0,uni219A.rt,,0,0,0
x219B,,nrightarrow,3,0,0
0,uni219B.h1,,0,0,0
0,uni219B.lft,,0,0,0
0,uni219B.ex,,0,0,0
0,uni219B.md,,0,0,0
0,uni219B.rt,,0,0,0
x2194,arrowboth,leftrightarrow,3,0,0
x27F7,,longleftrightarrow,3,0,0
0,arrowboth.lft,,0,0,0
0,arrowboth.ex,,0,0,0
0,arrowboth.rt,,0,0,0
x2195,arrowupdn,updownarrow,3,0,0
0,arrowupdn.v1,,0,0,0
0,arrowupdn.bt,,0,0,0
0,arrowupdn.ex,,0,0,0
0,arrowupdn.tp,,0,0,0
x21AE,,nleftrightarrow,3,0,0
0,uni21AE.h1,,0,0,0
0,uni21AE.lft,,0,0,0
0,uni21AE.ex,,0,0,0
0,uni21AE.md,,0,0,0
0,uni21AE.rt,,0,0,0
x2196,,nwarrow,3,0,0
x2199,,swarrow,3,0,0
0,uni2196.v1,,0,0,0
0,uni2199.v1,,0,0,0
x2197,,nearrow,3,0,0
x2198,,searrow,3,0,0
0,uni2197.v1,,0,0,0
0,uni2198.v1,,0,0,0
x219E,,twoheadleftarrow,3,0,0
x21A0,,twoheadrightarrow,3,0,0
0,uni219E.h1,,0,0,0
0,uni21A0.h1,,0,0,0
0,uni219E.lft,,0,0,0
0,uni219E.ex,,0,0,0
0,uni219E.rt,,0,0,0
0,uni21A0.lft,,0,0,0
0,uni21A0.ex,,0,0,0
0,uni21A0.rt,,0,0,0
x219F,,twoheaduparrow,3,0,0
x21A1,,twoheaddownarrow,3,0,0
0,uni219F.v1,,0,0,0
0,uni21A1.v1,,0,0,0
0,uni219F.bt,,0,0,0
0,uni219F.ex,,0,0,0
0,uni219F.tp,,0,0,0
0,uni21A1.bt,,0,0,0
0,uni21A1.ex,,0,0,0
0,uni21A1.tp,,0,0,0
x21A2,,leftarrowtail,3,0,0
x21A3,,rightarrowtail,3,0,0
0,uni21A2.h1,,0,0,0
0,uni21A3.h1,,0,0,0
0,uni21A2.lft,,0,0,0
0,uni21A2.ex,,0,0,0
0,uni21A2.rt,,0,0,0
0,uni21A3.lft,,0,0,0
0,uni21A3.ex,,0,0,0
0,uni21A3.rt,,0,0,0
x21A4,,mapsfrom,3,0,0
x21A6,,mapsto,3,0,0
x27FB,,longmapsfrom,3,0,0
x27FC,,longmapsto,3,0,0
0,uni21A4.lft,,0,0,0
0,uni21A4.ex,,0,0,0
0,uni21A4.rt,,0,0,0
0,uni21A6.lft,,0,0,0
0,uni21A6.ex,,0,0,0
0,uni21A6.rt,,0,0,0
x21A5,,mapsup,3,0,0
x21A7,,mapsdown,3,0,0
0,uni21A5.v1,,0,0,0
0,uni21A7.v1,,0,0,0
0,uni21A5.bt,,0,0,0
0,uni21A5.ex,,0,0,0
0,uni21A5.tp,,0,0,0
0,uni21A7.bt,,0,0,0
0,uni21A7.ex,,0,0,0
0,uni21A7.tp,,0,0,0
x21AA,,hookrightarrow,3,0,0
x21A9,,hookleftarrow,3,0,0
0,uni21AA.h1,,0,0,0
0,uni21A9.h1,,0,0,0
0,uni21AA.lft,,0,0,0
0,uni21AA.ex,,0,0,0
0,uni21AA.rt,,0,0,0
0,uni21A9.lft,,0,0,0
0,uni21A9.ex,,0,0,0
0,uni21A9.rt,,0,0,0
x21AC,,looparrowright,3,0,0
x21AB,,looparrowleft,3,0,0
0,uni21AC.h1,,0,0,0
0,uni21AB.h1,,0,0,0
0,uni21AC.lft,,0,0,0
0,uni21AC.ex,,0,0,0
0,uni21AC.rt,,0,0,0
0,uni21AB.lft,,0,0,0
0,uni21AB.ex,,0,0,0
0,uni21AB.rt,,0,0,0
x21B0,,Lsh,3,0,0
x21B2,,Ldsh,3,0,0
0,uni21B0.v1,,0,0,0
0,uni21B2.v1,,0,0,0
x21B1,,Rsh,3,0,0
x21B3,,Rdsh,3,0,0
0,uni21B1.v1,,0,0,0
0,uni21B3.v1,,0,0,0
x21B4,,linefeed,3,0,0
x21B5,carriagereturn,carriagereturn,3,0,0
x21B6,,curvearrowleft,3,0,0
x21B7,,curvearrowright,3,0,0
0,uni21B6.h1,,0,0,0
0,uni21B7.h1,,0,0,0
x21BB,,cwopencirclearrow,3,0,0
x21BA,,acwopencirclearrow,3,0,0
x21BC,,leftharpoonup,3,0,0
x21C0,,rightharpoonup,3,0,0
0,uni21BC.h1,,0,0,0
0,uni21C0.h1,,0,0,0
0,uni21BC.lft,,0,0,0
0,uni21BC.ex,,0,0,0
0,uni21BC.rt,,0,0,0
0,uni21C0.lft,,0,0,0
0,uni21C0.ex,,0,0,0
0,uni21C0.rt,,0,0,0
x21BD,,leftharpoondown,3,0,0
x21C1,,rightharpoondown,3,0,0
0,uni21BD.h1,,0,0,0
0,uni21C1.h1,,0,0,0
0,uni21BD.lft,,0,0,0
0,uni21BD.ex,,0,0,0
0,uni21BD.rt,,0,0,0
0,uni21C1.lft,,0,0,0
0,uni21C1.ex,,0,0,0
0,uni21C1.rt,,0,0,0
x21BE,,upharpoonright,3,0,0
x21C2,,downharpoonright,3,0,0
0,uni21BE.v1,,0,0,0
0,uni21C2.v1,,0,0,0
0,uni21BE.bt,,0,0,0
0,uni21BE.ex,,0,0,0
0,uni21BE.tp,,0,0,0
0,uni21C2.bt,,0,0,0
0,uni21C2.ex,,0,0,0
0,uni21C2.tp,,0,0,0
x21BF,,upharpoonleft,3,0,0
x21C3,,downharpoonleft,3,0,0
0,uni21BF.v1,,0,0,0
0,uni21C3.v1,,0,0,0
0,uni21BF.bt,,0,0,0
0,uni21BF.ex,,0,0,0
0,uni21BF.tp,,0,0,0
0,uni21C3.bt,,0,0,0
0,uni21C3.ex,,0,0,0
0,uni21C3.tp,,0,0,0
x21C4,,rightleftarrows,3,0,0
x21C6,,leftrightarrows,3,0,0
0,uni21C4.h1,,0,0,0
0,uni21C6.h1,,0,0,0
0,uni21C4.lft,,0,0,0
0,uni21C4.ex,,0,0,0
0,uni21C4.rt,,0,0,0
0,uni21C6.lft,,0,0,0
0,uni21C6.ex,,0,0,0
0,uni21C6.rt,,0,0,0
x21C5,,updownarrows,3,0,0
x21F5,,downuparrows,3,0,0
0,uni21C5.v1,,0,0,0
0,uni21F5.v1,,0,0,0
0,uni21C5.bt,,0,0,0
0,uni21C5.ex,,0,0,0
0,uni21C5.tp,,0,0,0
0,uni21F5.bt,,0,0,0
0,uni21F5.ex,,0,0,0
0,uni21F5.tp,,0,0,0
x21C7,,leftleftarrows,3,0,0
x21C9,,rightrightarrows,3,0,0
0,uni21C7.h1,,0,0,0
0,uni21C9.h1,,0,0,0
0,uni21C7.lft,,0,0,0
0,uni21C7.ex,,0,0,0
0,uni21C7.rt,,0,0,0
0,uni21C9.lft,,0,0,0
0,uni21C9.ex,,0,0,0
0,uni21C9.rt,,0,0,0
x21C8,,upuparrows,3,0,0
x21CA,,downdownarrows,3,0,0
0,uni21C8.v1,,0,0,0
0,uni21CA.v1,,0,0,0
0,uni21C8.bt,,0,0,0
0,uni21C8.ex,,0,0,0
0,uni21C8.tp,,0,0,0
0,uni21CA.bt,,0,0,0
0,uni21CA.ex,,0,0,0
0,uni21CA.tp,,0,0,0
x21F6,,rightthreearrows,3,0,0
x2B31,,leftthreearrows,3,0,0
0,uni21F6.h1,,0,0,0
0,uni2B31.h1,,0,0,0
0,uni21F6.lft,,0,0,0
0,uni21F6.ex,,0,0,0
0,uni21F6.rt,,0,0,0
0,uni2B31.lft,,0,0,0
0,uni2B31.ex,,0,0,0
0,uni2B31.rt,,0,0,0
x21CB,,leftrightharpoons,3,0,0
x21CC,,rightleftharpoons,3,0,0
0,uni21CB.h1,,0,0,0
0,uni21CC.h1,,0,0,0
0,uni21CB.lft,,0,0,0
0,uni21CB.ex,,0,0,0
0,uni21CB.rt,,0,0,0
0,uni21CC.lft,,0,0,0
0,uni21CC.ex,,0,0,0
0,uni21CC.rt,,0,0,0
x21D0,arrowdblleft,Leftarrow,3,0,0
x21D2,arrowdblright,Rightarrow,3,0,0
x27F8,,impliedby,3,0,0
x27F9,,implies,3,0,0
0,arrowdblleft.lft,,0,0,0
0,arrowdblleft.ex,,0,0,0
0,arrowdblleft.rt,,0,0,0
0,arrowdblright.lft,,0,0,0
0,arrowdblright.ex,,0,0,0
0,arrowdblright.rt,,0,0,0
x21D1,arrowdblup,Uparrow,3,0,0
x21D3,arrowdbldown,Downarrow,3,0,0
0,arrowdblup.v1,,0,0,0
0,arrowdbldown.v1,,0,0,0
0,arrowdblup.bt,,0,0,0
0,arrowdblup.ex,,0,0,0
0,arrowdblup.tp,,0,0,0
0,arrowdbldown.bt,,0,0,0
0,arrowdbldown.ex,,0,0,0
0,arrowdbldown.tp,,0,0,0
x21D4,arrowdblboth,Leftrightarrow,3,0,0
x27FA,,iff,3,0,0
0,arrowdblboth.lft,,0,0,0
0,arrowdblboth.ex,,0,0,0
0,arrowdblboth.rt,,0,0,0
x21D5,,Updownarrow,3,0,0
0,uni21D5.v1,,0,0,0
0,uni21D5.bt,,0,0,0
0,uni21D5.ex,,0,0,0
0,uni21D5.tp,,0,0,0
x21CD,,nLeftarrow,3,0,0
0,uni21CD.h1,,0,0,0
0,uni21CD.lft,,0,0,0
0,uni21CD.ex,,0,0,0
0,uni21CD.md,,0,0,0
0,uni21CD.rt,,0,0,0
x21CF,,nRightarrow,3,0,0
0,uni21CF.h1,,0,0,0
0,uni21CF.lft,,0,0,0
0,uni21CF.ex,,0,0,0
0,uni21CF.md,,0,0,0
0,uni21CF.rt,,0,0,0
x21CE,,nLeftrightarrow,3,0,0
0,uni21CE.h1,,0,0,0
0,uni21CE.lft,,0,0,0
0,uni21CE.ex,,0,0,0
0,uni21CE.md,,0,0,0
0,uni21CE.rt,,0,0,0
x21D6,,Nwarrow,3,0,0
x21D9,,Swarrow,3,0,0
0,uni21D6.v1,,0,0,0
0,uni21D9.v1,,0,0,0
x21D7,,Nearrow,3,0,0
x21D8,,Searrow,3,0,0
0,uni21D7.v1,,0,0,0
0,uni21D8.v1,,0,0,0
x2906,,Mapsfrom,3,0,0
x2907,,Mapsto,3,0,0
x27FD,,Longmapsfrom,3,0,0
x27FE,,Longmapsto,3,0,0
0,uni2906.lft,,0,0,0
0,uni2906.ex,,0,0,0
0,uni2906.rt,,0,0,0
0,uni2907.lft,,0,0,0
0,uni2907.ex,,0,0,0
0,uni2907.rt,,0,0,0
x21DA,,Lleftarrow,3,0,0
x21DB,,Rrightarrow,3,0,0
0,uni21DA.h1,,0,0,0
0,uni21DB.h1,,0,0,0
0,uni21DA.lft,,0,0,0
0,uni21DA.ex,,0,0,0
0,uni21DA.rt,,0,0,0
0,uni21DB.lft,,0,0,0
0,uni21DB.ex,,0,0,0
0,uni21DB.rt,,0,0,0
x21DD,,rightsquigarrow,3,0,0
x21DC,,leftsquigarrow,3,0,0
x27FF,,longrightsquigarrow,3,0,0
x2B33,,longleftsquigarrow,3,0,0
x21AD,,leftrightsquigarrow,3,0,0
0,uni21AD.h1,,0,0,0
x21E6,,leftwhitearrow,3,0,0
x21E8,,rightwhitearrow,3,0,0
0,uni21E6.h1,,0,0,0
0,uni21E8.h1,,0,0,0
0,uni21E6.lft,,0,0,0
0,uni21E6.ex,,0,0,0
0,uni21E6.rt,,0,0,0
0,uni21E8.lft,,0,0,0
0,uni21E8.ex,,0,0,0
0,uni21E8.rt,,0,0,0
x21E7,,upwhitearrow,3,0,0
x21E9,,downwhitearrow,3,0,0
0,uni21E7.v1,,0,0,0
0,uni21E9.v1,,0,0,0
0,uni21E7.bt,,0,0,0
0,uni21E7.ex,,0,0,0
0,uni21E7.tp,,0,0,0
0,uni21E9.bt,,0,0,0
0,uni21E9.ex,,0,0,0
0,uni21E9.tp,,0,0,0
x21F3,,,3,0,0
0,uni21F3.v1,,0,0,0
0,uni21F3.bt,,0,0,0
0,uni21F3.ex,,0,0,0
0,uni21F3.tp,,0,0,0
x2B04,,,0,0,0
0,uni2B04.h1,,0,0,0
0,uni2B04.lft,,0,0,0
0,uni2B04.ex,,0,0,0
0,uni2B04.rt,,0,0,0
x2B05,,,0,0,0
x27A1,,,0,0,0
0,uni2B05.h1,,0,0,0
0,uni27A1.h1,,0,0,0
0,uni2B05.lft,,0,0,0
0,uni2B05.ex,,0,0,0
0,uni2B05.rt,,0,0,0
0,uni27A1.lft,,0,0,0
0,uni27A1.ex,,0,0,0
0,uni27A1.rt,,0,0,0
x2B06,,,0,0,0
x2B07,,,0,0,0
0,uni2B06.v1,,0,0,0
0,uni2B07.v1,,0,0,0
0,uni2B06.bt,,0,0,0
0,uni2B06.ex,,0,0,0
0,uni2B06.tp,,0,0,0
0,uni2B07.bt,,0,0,0
0,uni2B07.ex,,0,0,0
0,uni2B07.tp,,0,0,0
x2B0C,,,0,0,0
0,uni2B0C.h1,,0,0,0
0,uni2B0C.lft,,0,0,0
0,uni2B0C.ex,,0,0,0
0,uni2B0C.rt,,0,0,0
x2B0D,,,0,0,0
0,uni2B0D.v1,,0,0,0
0,uni2B0D.bt,,0,0,0
0,uni2B0D.ex,,0,0,0
0,uni2B0D.tp,,0,0,0
x20DB,,dddot,7,-264,0
x20DC,,ddddot,7,-264,0
x20E8,,threeunderdot,7,-264,0
x332,lowlinecmb,,0,-264,0
x333,dbllowlinecmb,,0,-264,0
x305,overlinecmb,,7,-264,0
x33F,dbloverlinecmb,,0,-264,0
0,lowlinecmb.h1,,0,0,0
0,lowlinecmb.lft,,0,0,0
0,lowlinecmb.ex,,0,0,0
0,lowlinecmb.rt,,0,0,0
0,dbllowlinecmb.h1,,0,0,0
0,dbllowlinecmb.lft,,0,0,0
0,dbllowlinecmb.ex,,0,0,0
0,dbllowlinecmb.rt,,0,0,0
0,overlinecmb.h1,,0,0,0
0,overlinecmb.lft,,0,0,0
0,overlinecmb.ex,,0,0,0
0,overlinecmb.rt,,0,0,0
0,dbloverlinecmb.h1,,0,0,0
0,dbloverlinecmb.lft,,0,0,0
0,dbloverlinecmb.ex,,0,0,0
0,dbloverlinecmb.rt,,0,0,0
x306,brevecmb,,7,-264,0
x32E,brevebelowcmb,,0,-264,0
x311,breveinvertedcmb,,0,-264,0
x32F,breveinvertedbelowcmb,,0,-264,0
x30C,caroncmb,,7,-264,0
x32C,caronbelowcmb,,0,-264,0
x302,circumflexcmb,,7,-264,0
x32D,circumflexbelowcmb,,0,-264,0
x303,tildecomb,,7,-264,0
x330,tildebelowcmb,,0,-264,0
0,brevecmb.h1,,0,0,0
0,brevebelowcmb.h1,,0,0,0
0,breveinvertedcmb.h1,,0,0,0
0,breveinvertedbelowcmb.h1,,0,0,0
0,caroncmb.h1,,0,0,0
0,caronbelowcmb.h1,,0,0,0
0,circumflexcmb.h1,,0,0,0
0,circumflexbelowcmb.h1,,0,0,0
0,tildecomb.h1,,0,0,0
0,tildebelowcmb.h1,,0,0,0
0,brevecmb.h2,,0,0,0
0,brevebelowcmb.h2,,0,0,0
0,breveinvertedcmb.h2,,0,0,0
0,breveinvertedbelowcmb.h2,,0,0,0
0,caroncmb.h2,,0,0,0
0,caronbelowcmb.h2,,0,0,0
0,circumflexcmb.h2,,0,0,0
0,circumflexbelowcmb.h2,,0,0,0
0,tildecomb.h2,,0,0,0
0,tildebelowcmb.h2,,0,0,0
0,brevecmb.h3,,0,0,0
0,brevebelowcmb.h3,,0,0,0
0,breveinvertedcmb.h3,,0,0,0
0,breveinvertedbelowcmb.h3,,0,0,0
0,caroncmb.h3,,0,0,0
0,caronbelowcmb.h3,,0,0,0
0,circumflexcmb.h3,,0,0,0
0,circumflexbelowcmb.h3,,0,0,0
0,tildecomb.h3,,0,0,0
0,tildebelowcmb.h3,,0,0,0
0,brevecmb.h4,,0,0,0
0,brevebelowcmb.h4,,0,0,0
0,breveinvertedcmb.h4,,0,0,0
0,breveinvertedbelowcmb.h4,,0,0,0
0,caroncmb.h4,,0,0,0
0,caronbelowcmb.h4,,0,0,0
0,circumflexcmb.h4,,0,0,0
0,circumflexbelowcmb.h4,,0,0,0
0,tildecomb.h4,,0,0,0
0,tildebelowcmb.h4,,0,0,0
0,brevecmb.h5,,0,0,0
0,brevebelowcmb.h5,,0,0,0
0,breveinvertedcmb.h5,,0,0,0
0,breveinvertedbelowcmb.h5,,0,0,0
0,caroncmb.h5,,0,0,0
0,caronbelowcmb.h5,,0,0,0
0,circumflexcmb.h5,,0,0,0
0,circumflexbelowcmb.h5,,0,0,0
0,tildecomb.h5,,0,0,0
0,tildebelowcmb.h5,,0,0,0
0,brevecmb.h6,,0,0,0
0,brevebelowcmb.h6,,0,0,0
0,breveinvertedcmb.h6,,0,0,0
0,breveinvertedbelowcmb.h6,,0,0,0
0,caroncmb.h6,,0,0,0
0,caronbelowcmb.h6,,0,0,0
0,circumflexcmb.h6,,0,0,0
0,circumflexbelowcmb.h6,,0,0,0
0,tildecomb.h6,,0,0,0
0,tildebelowcmb.h6,,0,0,0
0,brevecmb.h7,,0,0,0
0,brevebelowcmb.h7,,0,0,0
0,breveinvertedcmb.h7,,0,0,0
0,breveinvertedbelowcmb.h7,,0,0,0
0,caroncmb.h7,,0,0,0
0,caronbelowcmb.h7,,0,0,0
0,circumflexcmb.h7,,0,0,0
0,circumflexbelowcmb.h7,,0,0,0
0,tildecomb.h7,,0,0,0
0,tildebelowcmb.h7,,0,0,0
x2017,,twolowline,0,252,0
x20E4,,enclosetriangle,0,0,0
x20DE,,enclosesquare,0,0,0
x20DF,,enclosediamond,0,0,0
x20DD,,enclosecircle,0,0,0
x3016,whitelenticularbracketleft,,0,0,0
x3017,whitelenticularbracketright,,0,0,0
x27EE,,lgroup,4,0,0
x27EF,,rgroup,5,0,0
x2308,,lceil,4,0,0
x2309,,rceil,5,0,0
x230A,,lfloor,4,0,0
x230B,,rfloor,5,0,0
x27E6,,lBrack,4,0,6
x27E7,,rBrack,5,0,0
x23DE,,overbrace,8,0,28
x23DF,,underbrace,9,0,28
x23DC,,overparen,8,0,28
x23DD,,underparen,9,0,28
x23B4,,overbracket,8,0,28
x23B5,,underbracket,9,0,28
x23E0,,obrbrak,8,0,28
x23E1,,ubrbrak,9,0,28
0,parenleft.v1,,0,0,0
0,parenright.v1,,0,0,0
0,uni27EE.v1,,0,0,0
0,uni27EF.v1,,0,0,0
0,braceleft.v1,,0,0,0
0,braceright.v1,,0,0,0
0,bracketleft.v1,,0,0,0
0,bracketright.v1,,0,0,0
0,uni2308.v1,,0,0,0
0,uni2309.v1,,0,0,0
0,uni230A.v1,,0,0,0
0,uni230B.v1,,0,0,0
0,uni27E6.v1,,0,0,6
0,uni27E7.v1,,0,0,0
0,uni23DE.h1,,0,0,29
0,uni23DF.h1,,0,0,28
0,uni23DC.h1,,0,0,28
0,uni23DD.h1,,0,0,28
0,uni23B4.h1,,0,0,28
0,uni23B5.h1,,0,0,28
0,uni23E0.h1,,0,0,28
0,uni23E1.h1,,0,0,28
0,parenleft.v2,,0,0,0
0,parenright.v2,,0,0,0
0,uni27EE.v2,,0,0,0
0,uni27EF.v2,,0,0,0
0,braceleft.v2,,0,0,0
0,braceright.v2,,0,0,0
