nCodePoint,sName,sLaTex,eGlyphClass,nTopAccentX,nItalicCorr
0,bracketleft.v2,,0,0,0
0,bracketright.v2,,0,0,0
0,uni2308.v2,,0,0,0
0,uni2309.v2,,0,0,0
0,uni230A.v2,,0,0,0
0,uni230B.v2,,0,0,0
0,uni27E6.v2,,0,0,6
0,uni27E7.v2,,0,0,0
0,uni23DE.h2,,0,0,28
0,uni23DF.h2,,0,0,28
0,uni23DC.h2,,0,0,28
0,uni23DD.h2,,0,0,28
0,uni23B4.h2,,0,0,28
0,uni23B5.h2,,0,0,28
0,uni23E0.h2,,0,0,28
0,uni23E1.h2,,0,0,28
0,parenleft.v3,,0,0,0
0,parenright.v3,,0,0,0
0,uni27EE.v3,,0,0,0
0,uni27EF.v3,,0,0,0
0,braceleft.v3,,0,0,0
0,braceright.v3,,0,0,0
0,bracketleft.v3,,0,0,0
0,bracketright.v3,,0,0,0
0,uni2308.v3,,0,0,0
0,uni2309.v3,,0,0,0
0,uni230A.v3,,0,0,0
0,uni230B.v3,,0,0,0
0,uni27E6.v3,,0,0,5
0,uni27E7.v3,,0,0,0
0,uni23DE.h3,,0,0,28
0,uni23DF.h3,,0,0,28
0,uni23DC.h3,,0,0,28
0,uni23DD.h3,,0,0,28
0,uni23B4.h3,,0,0,28
0,uni23B5.h3,,0,0,28
0,uni23E0.h3,,0,0,28
0,uni23E1.h3,,0,0,28
0,parenleft.v4,,0,0,0
0,parenright.v4,,0,0,0
0,uni27EE.v4,,0,0,0
0,uni27EF.v4,,0,0,0
0,braceleft.v4,,0,0,0
0,braceright.v4,,0,0,0
0,bracketleft.v4,,0,0,4
0,bracketright.v4,,0,0,0
0,uni2308.v4,,0,0,0
0,uni2309.v4,,0,0,0
0,uni230A.v4,,0,0,0
0,uni230B.v4,,0,0,0
0,uni27E6.v4,,0,0,5
0,uni27E7.v4,,0,0,0
0,uni23DE.h4,,0,0,28
0,uni23DF.h4,,0,0,28
0,uni23DC.h4,,0,0,28
0,uni23DD.h4,,0,0,28
0,uni23B4.h4,,0,0,28
0,uni23B5.h4,,0,0,28
0,uni23E0.h4,,0,0,28
0,uni23E1.h4,,0,0,28
0,parenleft.v5,,0,0,0
0,parenright.v5,,0,0,0
0,uni27EE.v5,,0,0,0
0,uni27EF.v5,,0,0,0
0,braceleft.v5,,0,0,0
0,braceright.v5,,0,0,0
0,bracketleft.v5,,0,0,7
0,bracketright.v5,,0,0,0
0,uni2308.v5,,0,0,0
0,uni2309.v5,,0,0,0
0,uni230A.v5,,0,0,0
0,uni230B.v5,,0,0,0
0,uni27E6.v5,,0,0,5
0,uni27E7.v5,,0,0,0
0,uni23DE.h5,,0,0,28
0,uni23DF.h5,,0,0,28
0,uni23DC.h5,,0,0,28
0,uni23DD.h5,,0,0,28
0,uni23B4.h5,,0,0,28
0,uni23B5.h5,,0,0,28
0,uni23E0.h5,,0,0,28
0,uni23E1.h5,,0,0,28
0,parenleft.v6,,0,0,0
0,parenright.v6,,0,0,0
0,uni27EE.v6,,0,0,0
0,uni27EF.v6,,0,0,0
0,braceleft.v6,,0,0,0
0,braceright.v6,,0,0,0
0,bracketleft.v6,,0,0,9
0,bracketright.v6,,0,0,0
0,uni2308.v6,,0,0,0
0,uni2309.v6,,0,0,0
0,uni230A.v6,,0,0,0
0,uni230B.v6,,0,0,0
0,uni27E6.v6,,0,0,6
0,uni27E7.v6,,0,0,0
0,uni23DE.h6,,0,0,28
0,uni23DF.h6,,0,0,28
0,uni23DC.h6,,0,0,28
0,uni23DD.h6,,0,0,28
0,uni23B4.h6,,0,0,28
0,uni23B5.h6,,0,0,28
0,uni23E0.h6,,0,0,28
0,uni23E1.h6,,0,0,28
0,parenleft.v7,,0,0,0
0,parenright.v7,,0,0,0
0,uni27EE.v7,,0,0,0
0,uni27EF.v7,,0,0,0
x239D,,lparenlend,0,0,0
x239C,,lparenextender,0,0,0
x239B,,lparenuend,0,0,0
x23A0,,rparenlend,0,0,0
x239F,,rparenextender,0,0,0
x239E,,rparenuend,0,0,0
0,uni27EE.bt,,0,0,0
0,uni27EE.ex,,0,0,0
0,uni27EE.tp,,0,0,0
0,uni27EF.bt,,0,0,0
0,uni27EF.ex,,0,0,0
0,uni27EF.tp,,0,0,0
0,braceleft.v7,,0,0,0
0,braceright.v7,,0,0,0
x23A9,,lbracelend,0,0,0
0,braceleft.ex,,0,0,0
x23A8,,lbracemid,0,0,0
x23A7,,lbraceuend,0,0,0
x23AD,,rbracelend,0,0,0
0,braceright.ex,,0,0,0
x23AC,,rbracemid,0,0,0
x23AB,,rbraceuend,0,0,0
0,bracketleft.v7,,0,0,8
0,bracketright.v7,,0,0,0
x23A3,,lbracklend,0,0,0
x23A2,,lbrackextender,0,0,0
x23A1,,lbrackuend,0,0,0
x23A6,,rbracklend,0,0,0
x23A5,,rbrackextender,0,0,0
x23A4,,rbrackuend,0,0,0
0,uni2308.v7,,0,0,0
0,uni2309.v7,,0,0,0
0,uni230A.v7,,0,0,0
0,uni230B.v7,,0,0,0
0,uni27E6.v7,,0,0,6
0,uni27E7.v7,,0,0,0
0,uni27E6.bt,,0,0,0
0,uni27E6.ex,,0,0,0
0,uni27E6.tp,,0,0,0
0,uni27E7.bt,,0,0,0
0,uni27E7.ex,,0,0,0
0,uni27E7.tp,,0,0,0
0,uni23DE.h7,,0,0,28
0,uni23DF.h7,,0,0,28
0,uni23DE.lft,,0,0,0
0,uni23DE.ex,,0,0,0
0,uni23DE.md,,0,0,0
0,uni23DE.rt,,0,0,0
0,uni23DF.lft,,0,0,0
0,uni23DF.ex,,0,0,0
0,uni23DF.md,,0,0,0
0,uni23DF.rt,,0,0,0
0,uni23DC.h7,,0,0,28
0,uni23DD.h7,,0,0,28
0,uni23DC.lft,,0,0,0
0,uni23DC.ex,,0,0,0
0,uni23DC.rt,,0,0,0
0,uni23DD.lft,,0,0,0
0,uni23DD.ex,,0,0,0
0,uni23DD.rt,,0,0,0
0,uni23B4.h7,,0,0,28
0,uni23B5.h7,,0,0,28
0,uni23B4.lft,,0,0,0
0,uni23B4.ex,,0,0,0
0,uni23B4.rt,,0,0,0
0,uni23B5.lft,,0,0,0
0,uni23B5.ex,,0,0,0
0,uni23B5.rt,,0,0,0
0,uni23E0.h7,,0,0,28
0,uni23E1.h7,,0,0,28
0,uni23E0.lft,,0,0,0
0,uni23E0.ex,,0,0,0
0,uni23E0.rt,,0,0,0
0,uni23E1.lft,,0,0,0
0,uni23E1.ex,,0,0,0
0,uni23E1.rt,,0,0,0
x27E8,,langle,4,0,0
x27E9,,rangle,5,0,0
x27EA,,lAngle,4,0,0
x27EB,,rAngle,5,0,0
0,uni27E8.v1,,0,0,0
0,uni27E9.v1,,0,0,0
0,uni27EA.v1,,0,0,0
0,uni27EB.v1,,0,0,0
0,uni27E8.v2,,0,0,0
0,uni27E9.v2,,0,0,0
0,uni27EA.v2,,0,0,0
0,uni27EB.v2,,0,0,0
0,uni27E8.v3,,0,0,0
0,uni27E9.v3,,0,0,0
0,uni27EA.v3,,0,0,0
0,uni27EB.v3,,0,0,0
0,uni27E8.v4,,0,0,0
0,uni27E9.v4,,0,0,0
0,uni27EA.v4,,0,0,0
0,uni27EB.v4,,0,0,0
0,uni27E8.v5,,0,0,0
0,uni27E9.v5,,0,0,0
0,uni27EA.v5,,0,0,0
0,uni27EB.v5,,0,0,0
0,uni27E8.v6,,0,0,0
0,uni27E9.v6,,0,0,0
0,uni27EA.v6,,0,0,0
0,uni27EB.v6,,0,0,0
0,uni27E8.v7,,0,0,0
0,uni27E9.v7,,0,0,0
0,uni27EA.v7,,0,0,0
0,uni27EB.v7,,0,0,0
x2329,angleleft,,0,0,0
x232A,angleright,,0,0,0
x23AA,,vbraceextender,0,0,0
x20E9,,widebridgeabove,7,-264,0
x2212,minus,minus,2,0,0
0,minus.lft,,0,0,0
0,minus.ex,,0,0,0
0,minus.rt,,0,0,0
xB1,plusminus,pm,2,0,0
x2213,minusplus,mp,2,0,0
x2238,,dotminus,2,0,0
x2214,,dotplus,2,0,0
xF7,divide,div,2,0,0
xB7,periodcentered,cdotp,0,0,0
x22C5,,cdot,2,0,0
x2219,bulletoperator,vysmblkcircle,2,0,0
x2236,ratio,mathratio,3,0,0
x2237,proportion,Colon,3,0,0
x2234,therefore,therefore,3,0,0
x2235,because,because,3,0,0
x22EE,,vdots,3,0,0
x22EF,,cdots,0,0,0
x22F0,,iddots,3,0,0
x22F1,,ddots,3,0,0
x2218,,vysmwhtcircle,2,0,0
x25E6,openbullet,smwhtcircle,0,0,0
x20D8,,,0,-264,0
xD7,multiply,times,2,0,0
x2A09,,bigtimes,1,0,0
0,uni2A09.v1,,0,0,0
x2A2F,,vectimes,2,0,0
x22C7,,divideontimes,2,0,0
x22B9,,hermitmatrix,3,0,0
x22C4,,smwhtdiamond,2,0,8
x27E1,,concavediamond,2,0,0
x27E2,,concavediamondtickleft,2,0,0
x27E3,,concavediamondtickright,2,0,0
x25CA,lozenge,mdlgwhtlozenge,0,0,0
x27E0,,lozengeminus,2,0,0
x22C8,,bowtie,3,0,0
x22C9,,ltimes,2,0,0
x22CA,,rtimes,2,0,0
x22CB,,leftthreetimes,2,0,0
x22CC,,rightthreetimes,2,0,0
x2217,asteriskmath,ast,2,250,0
x22C6,,star,2,0,25
x338,,,0,-263,0
x20EB,,,0,-264,31
x20E5,,,0,-263,0
x2012,figuredash,,0,0,0
x2015,,horizbar,0,0,0
x2220,,angle,0,0,0
x221F,,rightangle,0,0,0
x22BF,,varlrtriangle,3,0,0
x2221,,measuredangle,0,0,0
x22BE,,measuredrightangle,3,0,0
x2222,,sphericalangle,0,0,0
x2215,,divslash,2,0,0
x2216,,smallsetminus,2,0,0
x2223,divides,mid,3,0,0
x2225,parallel,parallel,3,0,0
0,slash.v1,,0,0,0
0,backslash.v1,,0,0,0
0,fraction.v1,,0,0,0
0,uni2215.v1,,0,0,0
0,uni2216.v1,,0,0,0
0,divides.v1,,0,0,0
0,parallel.v1,,0,0,0
0,slash.v2,,0,0,0
0,backslash.v2,,0,0,0
0,fraction.v2,,0,0,0
0,uni2215.v2,,0,0,0
0,uni2216.v2,,0,0,0
0,divides.v2,,0,0,0
0,parallel.v2,,0,0,0
0,slash.v3,,0,0,0
0,backslash.v3,,0,0,0
0,fraction.v3,,0,0,0
0,uni2215.v3,,0,0,0
0,uni2216.v3,,0,0,0
0,divides.v3,,0,0,0
0,parallel.v3,,0,0,0
0,slash.v4,,0,0,0
0,backslash.v4,,0,0,0
0,fraction.v4,,0,0,0
0,uni2215.v4,,0,0,0
0,uni2216.v4,,0,0,0
0,divides.v4,,0,0,0
0,parallel.v4,,0,0,0
0,slash.v5,,0,0,0
0,backslash.v5,,0,0,0
0,fraction.v5,,0,0,0
0,uni2215.v5,,0,0,0
0,uni2216.v5,,0,0,0
0,divides.v5,,0,0,0
0,parallel.v5,,0,0,0
0,slash.v6,,0,0,0
0,backslash.v6,,0,0,0
0,fraction.v6,,0,0,0
0,uni2215.v6,,0,0,0
0,uni2216.v6,,0,0,0
0,divides.v6,,0,0,0
0,parallel.v6,,0,0,0
0,slash.v7,,0,0,0
0,backslash.v7,,0,0,0
0,fraction.v7,,0,0,0
0,uni2215.v7,,0,0,0
0,uni2216.v7,,0,0,0
0,divides.v7,,0,0,0
0,parallel.v7,,0,0,0
0,divides.bt,,0,0,0
0,divides.ex,,0,0,0
0,divides.tp,,0,0,0
0,parallel.bt,,0,0,0
0,parallel.ex,,0,0,0
0,parallel.tp,,0,0,0
x2016,dblverticalbar,Vert,0,0,0
x2224,,nmid,3,0,0
x2226,,nparallel,3,0,0
x22D5,,equalparallel,3,0,0
x20D2,,vertoverlay,7,-264,0
x20E6,,,0,-264,0
x20D3,,,0,-264,0
xAC,logicalnot,neg,0,0,0
x2310,revlogicalnot,invnot,0,0,0
x2319,,turnednot,0,0,0
x231C,,ulcorner,4,0,0
x231D,,urcorner,5,0,0
x231E,,llcorner,4,0,0
x231F,,lrcorner,5,0,0
x22A5,,bot,3,0,0
x27C2,,perp,0,0,0
x27D8,,bigbot,1,0,0
x22A4,,top,3,0,0
x22BA,,intercal,2,0,0
x27D9,,bigtop,1,0,0
x22A2,,vdash,3,0,0
x27DD,,vlongdash,3,0,0
x22A3,,dashv,3,0,0
x27DE,,longdashv,3,0,0
x22A6,,assert,3,0,0
x22A7,,models,3,0,0
x22A8,,vDash,3,0,0
x22A9,,Vdash,3,0,0
x22AA,,Vvdash,3,0,0
x22AB,,VDash,3,0,0
x22AC,,nvdash,3,0,0
x22AD,,nvDash,3,0,0
x22AE,,nVdash,3,0,0
x22AF,,nVDash,3,0,0
x27DA,,DashVDash,3,0,0
x27DB,,dashVdash,3,0,0
x2229,intersection,cap,2,0,0
x222A,union,cup,2,0,0
x22C2,,bigcap,1,0,0
0,uni22C2.v1,,0,0,0
x22C3,,bigcup,1,0,0
0,uni22C3.v1,,0,0,0
x2227,logicaland,wedge,2,0,0
x2228,logicalor,vee,2,0,0
x22C0,,bigwedge,1,0,0
0,uni22C0.v1,,0,0,0
x22C1,,bigvee,1,0,0
0,uni22C1.v1,,0,0,0
x22BC,,barwedge,2,0,0
x22BD,,barvee,2,0,0
x22BB,,veebar,2,0,0
x22CF,,curlywedge,2,0,0
x22CE,,curlyvee,2,0,0
x22D2,,Cap,2,0,0
x22D3,,Cup,2,0,0
x2200,universal,forall,0,0,0
x2201,,complement,0,0,0
x2203,existential,exists,0,0,0
x2204,,nexists,0,0,0
x2205,emptyset,varnothing,0,0,0
x2300,,diameter,0,0,0
x2293,,sqcap,2,0,0
x2294,,sqcup,2,0,0
x2A05,,bigsqcap,1,0,0
0,uni2A05.v1,,0,0,0
x2A06,,bigsqcup,1,0,0
0,uni2A06.v1,,0,0,0
x228C,,cupleftarrow,2,0,0
x228D,,cupdot,2,0,0
x2A03,,bigcupdot,1,0,0
0,uni2A03.v1,,0,0,0
x228E,,uplus,2,0,0
x2A04,,biguplus,1,0,0
0,uni2A04.v1,,0,0,0
x2299,circledot,odot,2,0,0
x2A00,,bigodot,1,0,0
0,uni2A00.v1,,0,0,0
x229A,,circledcirc,2,0,0
x2295,circleplus,oplus,2,0,0
x2A01,,bigoplus,1,0,0
0,uni2A01.v1,,0,0,0
x2296,,ominus,2,0,0
x2298,circledivide,oslash,2,0,0
x2297,circlemultiply,otimes,2,0,0
x2A02,,bigotimes,1,0,0
0,uni2A02.v1,,0,0,0
x229D,,circleddash,2,0,0
x229C,,circledequal,2,0,0
x229B,,circledast,2,0,0
x27F4,,rightarrowonoplus,3,0,0
x22A1,,boxdot,2,0,0
x229E,,boxplus,2,0,0
x229F,,boxminus,2,0,0
x22A0,,boxtimes,2,0,0
0,equal.lft,,0,0,0
0,equal.ex,,0,0,0
0,equal.rt,,0,0,0
x2260,notequal,ne,3,0,0
x2261,equivalence,equiv,3,0,0
0,equivalence.lft,,0,0,0
0,equivalence.ex,,0,0,0
0,equivalence.rt,,0,0,0
x2262,,nequiv,3,0,0
x2263,,Equiv,3,0,0
0,uni2263.lft,,0,0,0
0,uni2263.ex,,0,0,0
0,uni2263.rt,,0,0,0
x224D,,asymp,3,0,0
x226D,,nasymp,3,0,0
x224E,,Bumpeq,3,0,0
x224F,,bumpeq,3,0,0
x2258,,arceq,3,0,0
x2259,,wedgeq,3,0,0
x225A,,veeeq,3,0,0
x2305,,varbarwedge,2,0,0
x2306,,vardoublebarwedge,2,0,0
x2250,,doteq,3,0,0
x2251,,Doteq,3,0,0
x2252,,fallingdotseq,3,0,0
x2253,,risingdotseq,3,0,0
x2254,,coloneqq,3,0,0
x2255,,eqqcolon,3,0,0
x2239,,dashcolon,3,0,0
x223A,,dotsminusdots,3,0,0
x2256,,eqcirc,3,0,0
x2257,,circeq,3,0,0
x225B,,stareq,3,0,0
x225C,,triangleq,3,0,0
x225D,,eqdef,3,0,0
x225E,,measeq,3,0,0
x225F,,questeq,3,0,0
x226E,,nless,3,0,0
x226F,,ngtr,3,0,0
x22D6,,lessdot,3,0,0
x22D7,,gtrdot,3,0,0
x2264,lessequal,le,3,0,0
x2265,greaterequal,ge,3,0,0
x22DC,,eqless,3,0,0
x22DD,,eqgtr,3,0,0
x2270,,nleq,3,0,0
x2271,,ngeq,3,0,0
x2266,,leqq,3,0,0
x2267,,geqq,3,0,0
x2268,,lneqq,3,0,0
x2269,,gneqq,3,0,0
x2A87,,lneq,3,0,0
x2A88,,gneq,3,0,0
x2276,,lessgtr,3,0,0
x2277,,gtrless,3,0,0
x2278,,nlessgtr,3,0,0
x2279,,ngtrless,3,0,0
x2A7D,,leqslant,0,0,0
x2A7E,,geqslant,0,0,0
x2A95,,eqslantless,3,0,0
x2A96,,eqslantgtr,3,0,0
x22DA,,lesseqgtr,3,0,0
x22DB,,gtreqless,3,0,0
x2A8B,,lesseqqgtr,3,0,0
x2A8C,,gtreqqless,3,0,0
x226A,lessmuch,ll,3,0,0
x226B,greatermuch,gg,3,0,0
x22D8,,lll,3,0,0
x22D9,,ggg,3,0,0
x227A,,prec,3,0,0
x227B,,succ,3,0,0
x227C,,preccurlyeq,3,0,0
x227D,,succcurlyeq,3,0,0
x2280,,nprec,3,0,0
x2281,,nsucc,3,0,0
x22DE,,curlyeqprec,3,0,0
x22DF,,curlyeqsucc,3,0,0
x22E0,,npreccurlyeq,3,0,0
x22E1,,nsucccurlyeq,3,0,0
x2AAF,,preceq,3,0,0
x2AB0,,succeq,3,0,0
x22B2,,vartriangleleft,3,0,0
x22B3,,vartriangleright,3,0,0
x22B4,,trianglelefteq,3,0,0
x22B5,,trianglerighteq,3,0,0
x22EA,,nvartriangleleft,3,0,0
x22EB,,nvartriangleright,3,0,0
x22EC,,ntrianglelefteq,3,0,0
x22ED,,ntrianglerighteq,3,0,0
x22B6,,origof,3,0,0
x22B7,,imageof,3,0,0
x22B8,,multimap,3,0,0
x27DC,,multimapinv,3,0,0
x2282,propersubset,subset,3,0,0
x2283,propersuperset,supset,3,0,0
x2284,,nsubset,3,0,0
x2285,,nsupset,3,0,0
x2286,reflexsubset,subseteq,3,0,0
x2287,reflexsuperset,supseteq,3,0,0
x2288,,nsubseteq,3,0,0
x2289,,nsupseteq,3,0,0
x228A,,subsetneq,3,0,0
x228B,,supsetneq,3,0,0
x220A,,smallin,3,0,0
x220D,,smallni,3,0,0
x2208,element,in,3,0,0
x220B,suchthat,ni,3,0,0
x2209,,notin,3,0,0
x220C,,nni,3,0,0
x228F,,sqsubset,3,0,0
x2290,,sqsupset,3,0,0
x2291,,sqsubseteq,3,0,0
x2292,,sqsupseteq,3,0,0
x22E2,,nsqsubseteq,3,0,0
x22E3,,nsqsupseteq,3,0,0
x22E4,,sqsubsetneq,3,0,0
x22E5,,sqsupsetneq,3,0,0
x22D0,,Subset,3,0,0
x22D1,,Supset,3,0,0
x226C,,between,3,0,0
x223C,similar,sim,3,0,0
x223D,,backsim,3,0,0
x2241,,nsim,3,0,0
x223B,,kernelcontraction,3,0,0
x2242,,eqsim,3,0,0
x2243,similar_equal,simeq,3,0,0
x22CD,,backsimeq,3,0,0
x2244,,nsime,3,0,0
x2245,,cong,3,0,0
x2246,,simneqq,3,0,0
x2247,,ncong,3,0,0
x2248,approxequal,approx,3,0,0
x2249,,napprox,3,0,0
x224A,,approxeq,3,0,0
x224B,,approxident,3,0,0
x224C,,backcong,3,0,0
x2272,,lesssim,3,0,0
x2273,,gtrsim,3,0,0
x2274,,nlesssim,3,0,0
x2275,,ngtrsim,3,0,0
x22E6,,lnsim,3,0,0
x22E7,,gnsim,3,0,0
x2A85,,lessapprox,3,0,0
x2A86,,gtrapprox,3,0,0
x2A89,,lnapprox,3,0,0
x2A8A,,gnapprox,3,0,0
x227E,,precsim,3,0,0
x227F,,succsim,3,0,0
x22E8,,precnsim,3,0,0
x22E9,,succnsim,3,0,0
x223E,,invlazys,2,0,0
x223F,,sinewave,3,0,0
x2240,,wr,2,0,0
x2032,minute,prime,0,0,0
x2035,primereversed,backprime,0,0,0
x2033,,dprime,0,0,0
x2036,,backdprime,0,0,0
x2034,,trprime,0,0,0
x2037,,backtrprime,0,0,0
x2057,,qprime,0,0,0
0,minute.st,,0,0,0
0,primereversed.st,,0,0,0
0,uni2033.st,,0,0,0
0,uni2036.st,,0,0,0
0,uni2034.st,,0,0,0
0,uni2037.st,,0,0,0
0,uni2057.st,,0,0,0
0,minute.sts,,0,0,0
0,primereversed.sts,,0,0,0
0,uni2033.sts,,0,0,0
0,uni2036.sts,,0,0,0
0,uni2034.sts,,0,0,0
0,uni2037.sts,,0,0,0
0,uni2057.sts,,0,0,0
x2107,,Eulerconst,0,0,0
x2118,weierstrass,wp,0,0,0
x2592,shade,blockhalfshaded,0,0,28
x2591,ltshade,blockqtrshaded,0,0,28
x2593,dkshade,blockthreeqtrshaded,0,0,28
x2581,,,0,0,28
x2588,block,blockfull,0,0,28
x220E,,QED,0,0,0
x25A1,H22073,mdlgwhtsquare,0,0,0
x25A0,filledbox,mdlgblksquare,0,0,0
x25AB,H18551,smwhtsquare,0,0,0
x25AA,H18543,smblksquare,0,0,0
x25AD,,hrectangle,0,0,0
x25AC,filledrect,hrectangleblack,0,0,0
x25B3,,bigtriangleup,2,0,0
x25B2,triagup,bigblacktriangleup,0,0,0
x25B7,,triangleright,2,0,0
x25B6,,blacktriangleright,0,0,0
x25BD,,bigtriangledown,0,0,0
x25BC,triagdn,bigblacktriangledown,0,0,0
x25C1,,triangleleft,2,0,0
x25C0,,blacktriangleleft,0,0,0
x25CB,circle,mdlgwhtcircle,2,0,0
x25CF,H18533,mdlgblkcircle,0,0,0
x25EF,,lgwhtcircle,0,0,0
x2B1A,,dottedsquare,0,0,0
x2061,,,0,0,0
x2500,SF100000,,0,0,48
x2502,SF110000,,0,0,0
x250C,SF010000,,0,0,48
x2510,SF030000,,0,0,0
x2514,SF020000,,0,0,48
x2518,SF040000,,0,0,0
x251C,SF080000,,0,0,48
x2524,SF090000,,0,0,0
x252C,SF060000,,0,0,48
x2534,SF070000,,0,0,0
x253C,SF050000,,0,0,48
x2664,spadesuitwhite,varspadesuit,0,0,0
x2660,spade,spadesuit,0,0,0
x2661,heartsuitwhite,heartsuit,0,0,0
x2665,heart,varheartsuit,0,0,0
x2662,diamondsuitwhite,diamondsuit,0,0,0
x2666,diamond,vardiamondsuit,0,0,0
x2667,clubsuitwhite,varclubsuit,0,0,0
x2663,club,clubsuit,0,0,0
x2713,checkmark,checkmark,0,0,0
x2720,,maltese,0,0,0
x266F,musicsharpsign,sharp,0,0,0
x266E,,natural,0,0,0
x266D,musicflatsign,flat,0,0,0
x2322,,frown,3,0,0
x2323,,smile,3,0,0
x20F0,,asteraccent,7,-264,0
x222B,integral,int,1,0,332
x222C,,iint,1,0,332
x222D,,iiint,1,0,332
x2A0C,,iiiint,1,0,332
x222E,contourintegral,oint,1,0,332
x222F,,oiint,1,0,332
x2230,,oiiint,1,0,332
x2231,,intclockwise,1,0,361
x2A11,,awint,1,0,361
x2232,,varointclockwise,1,0,350
x2233,,ointctrclockwise,1,0,350
x2211,summation,sum,1,0,0
x220F,product,prod,1,0,0
x2210,,coprod,1,0,0
0,integral.v1,,0,0,591
0,uni222C.v1,,0,0,591
0,uni222D.v1,,0,0,591
0,uni2A0C.v1,,0,0,591
0,contourintegral.v1,,0,0,591
0,uni222F.v1,,0,0,591
0,uni2230.v1,,0,0,591
0,uni2231.v1,,0,0,591
0,uni2A11.v1,,0,0,591
0,uni2232.v1,,0,0,591
0,uni2233.v1,,0,0,591
0,summation.v1,,0,0,0
0,product.v1,,0,0,0
0,uni2210.v1,,0,0,0
x221A,radical,surd,0,0,0
x23B7,,sqrtbottom,0,0,0
0,radical.ex,,0,0,0
0,radical.tp,,0,0,0
0,radical.v1,,0,0,0
0,radical.v2,,0,0,0
0,radical.v3,,0,0,0
0,radical.v4,,0,0,0
x23D0,,,0,0,0
x2320,integraltp,inttop,0,0,591
x2321,integralbt,intbottom,0,0,591
x23B2,,sumtop,0,0,0
x23B3,,sumbottom,0,0,0
x2A3F,,amalg,2,0,0
0,integral.small,,0,0,0
xA0,,,0,0,0
x2000,,,0,0,0
x2001,,,0,0,0
x2002,,,0,0,0
x2003,,,0,0,0
x2004,,,0,0,0
x2005,,,0,0,0
x2006,,,0,0,0
x2007,,,0,0,0
x2008,,,0,0,0
x2009,,,0,0,0
x200A,,,0,0,0
x200B,,,0,0,0
xFEFF,,,0,0,0
x200C,,,0,0,0
x200D,,,0,0,0
x202F,,,0,0,0
x205F,,,0,0,0
x2060,,,0,0,0
x2062,,,0,0,0
x2063,,,0,0,0
x2064,,,0,0,0
x2135,aleph,aleph,0,0,0
x2136,,beth,0,0,0
x2137,,gimel,0,0,0
x2138,,daleth,0,0,0
0,aleph.st,,0,0,0
0,aleph.sts,,0,0,0
0,uni2136.st,,0,0,0
0,uni2136.sts,,0,0,0
0,uni2137.st,,0,0,0
0,uni2137.sts,,0,0,0
0,uni2138.st,,0,0,0
0,uni2138.sts,,0,0,0
x1D5A0,,mathsf{A},0,333,0
x1D5BA,,mathsf{a},0,228,0
x1D5A1,,mathsf{B},0,256,0
x1D5BB,,mathsf{b},0,120,0
x1D5A2,,mathsf{C},0,411,0
x1D5BC,,mathsf{c},0,264,0
x1D5A3,,mathsf{D},0,252,0
x1D5BD,,mathsf{d},0,397,0
x1D5A4,,mathsf{E},0,317,0
x1D5BE,,mathsf{e},0,238,0
x1D7EA,,mathsf{8},0,249,0
x1D5A5,,mathsf{F},0,310,0
x1D5BF,,mathsf{f},0,280,69
x1D7E7,,mathsf{5},0,249,0
x1D7E6,,mathsf{4},0,323,0
x1D5A6,,mathsf{G},0,407,0
x1D5C0,,mathsf{g},0,324,13
x1D5A7,,mathsf{H},0,354,0
x1D5C1,,mathsf{h},0,119,0
x1D5A8,,mathsf{I},0,139,0
x1D5A9,,mathsf{J},0,345,0
x1D5AA,,mathsf{K},0,367,0
x1D5C4,,mathsf{k},0,120,10
x1D5AB,,mathsf{L},0,139,0
x1D5C5,,mathsf{l},0,119,0
x1D5AC,,mathsf{M},0,437,0
x1D5C6,,mathsf{m},0,359,0
x1D5AD,,mathsf{N},0,354,0
x1D5C7,,mathsf{n},0,220,0
x1D7EB,,mathsf{9},0,244,0
x1D5AE,,mathsf{O},0,367,0
x1D5C8,,mathsf{o},0,249,0
x1D7E3,,mathsf{1},0,260,0
x1D5AF,,mathsf{P},0,259,0
x1D5C9,,mathsf{p},0,228,0
x1D5B0,,mathsf{Q},0,367,0
x1D5CA,,mathsf{q},0,299,0
x1D5B1,,mathsf{R},0,257,0
x1D5CB,,mathsf{r},0,205,13
x1D5B2,,mathsf{S},0,293,0
x1D5CC,,mathsf{s},0,214,5
x1D7E9,,mathsf{7},0,250,0
x1D7E8,,mathsf{6},0,334,0
x1D5B3,,mathsf{T},0,340,0
x1D5CD,,mathsf{t},0,141,0
x1D7E5,,mathsf{3},0,243,0
x1D7E4,,mathsf{2},0,242,0
x1D5B4,,mathsf{U},0,344,0
x1D5CE,,mathsf{u},0,258,0
x1D5B5,,mathsf{V},0,333,13
x1D5CF,,mathsf{v},0,230,13
x1D5B6,,mathsf{W},0,472,13
x1D5D0,,mathsf{w},0,341,13
x1D5B7,,mathsf{X},0,319,13
x1D5D1,,mathsf{x},0,225,27
x1D5B8,,mathsf{Y},0,333,24
x1D5D2,,mathsf{y},0,230,13
x1D5B9,,mathsf{Z},0,312,0
x1D5D3,,mathsf{z},0,221,0
x1D7E2,,mathsf{0},0,256,0
x1D5C2,,mathsf{i},0,120,0
x1D5C3,,mathsf{j},0,140,0
x1D608,,mathsf{\mathit{A}},0,481,0
x1D622,,mathsf{\mathit{a}},0,324,21
x1D609,,mathsf{\mathit{B}},0,403,57
